date,sku_id,product_category,stock_level,reorder_point,units_sold,units_received,overstock_flag,stockout_risk,
01-01-2024,SKU-0080,General Merchandise,740,237,40,0,0,0,
02-01-2024,SKU-0001,General Merchandise,498,368,51,0,0,0,
02-01-2024,SKU-0002,Electronics,667,183,52,78,1,0,
02-01-2024,SKU-0003,Electronics,504,168,36,0,0,0,
02-01-2024,SKU-0004,Apparel,807,246,29,0,0,0,
02-01-2024,SKU-0005,Apparel,446,328,52,0,0,0,
02-01-2024,SKU-0006,General Merchandise,403,233,20,0,0,0,
02-01-2024,SKU-0007,Apparel,460,243,32,0,0,0,
02-01-2024,SKU-0008,Apparel,828,355,30,0,0,0,
02-01-2024,SKU-0009,Electronics,755,204,31,0,1,0,
02-01-2024,SKU-0010,Chilled,761,208,37,0,1,0,
02-01-2024,SKU-0011,General Merchandise,418,232,32,0,0,0,
02-01-2024,SKU-0012,Ambient Food,302,263,21,7,0,0,
02-01-2024,SKU-0013,Electronics,594,174,54,0,0,0,
02-01-2024,SKU-0014,Home & Garden,632,121,21,9,1,0,
02-01-2024,SKU-0015,Electronics,341,242,33,0,0,0,
02-01-2024,SKU-0016,Apparel,468,277,37,0,0,0,
02-01-2024,SKU-0017,Ambient Food,418,342,28,0,0,0,
02-01-2024,SKU-0018,Electronics,415,317,48,26,0,0,
02-01-2024,SKU-0019,Electronics,321,348,42,0,0,1,
02-01-2024,SKU-0020,Electronics,844,229,33,4,1,0,
02-01-2024,SKU-0021,General Merchandise,302,238,23,0,0,0,
02-01-2024,SKU-0022,Ambient Food,475,171,45,0,0,0,
02-01-2024,SKU-0023,Chilled,315,161,26,0,0,0,
02-01-2024,SKU-0024,Chilled,764,329,44,0,0,0,
02-01-2024,SKU-0025,Ambient Food,476,347,53,0,0,0,
02-01-2024,SKU-0026,General Merchandise,735,346,22,0,0,0,
02-01-2024,SKU-0027,Ambient Food,430,196,49,5,0,0,
02-01-2024,SKU-0028,Ambient Food,636,316,28,77,0,0,
02-01-2024,SKU-0029,Ambient Food,377,314,56,0,0,0,
02-01-2024,SKU-0030,General Merchandise,680,131,38,1,1,0,
02-01-2024,SKU-0031,Ambient Food,550,397,52,0,0,0,
02-01-2024,SKU-0032,Apparel,524,259,39,61,0,0,
02-01-2024,SKU-0033,Apparel,450,225,47,0,0,0,
02-01-2024,SKU-0034,General Merchandise,693,371,49,50,0,0,
02-01-2024,SKU-0035,Chilled,526,343,54,0,0,0,
02-01-2024,SKU-0036,Ambient Food,393,388,41,0,0,0,
02-01-2024,SKU-0037,Home & Garden,811,295,9,0,0,0,
02-01-2024,SKU-0038,Home & Garden,295,284,51,0,0,0,
02-01-2024,SKU-0039,Electronics,454,130,48,0,0,0,
02-01-2024,SKU-0040,Chilled,295,375,56,0,0,1,
02-01-2024,SKU-0041,Ambient Food,314,379,8,0,0,1,
02-01-2024,SKU-0042,Home & Garden,814,318,54,0,0,0,
02-01-2024,SKU-0043,Apparel,423,346,36,4,0,0,
02-01-2024,SKU-0044,Ambient Food,540,225,25,0,0,0,
02-01-2024,SKU-0045,Ambient Food,768,310,51,0,0,0,
02-01-2024,SKU-0046,Ambient Food,782,193,20,57,1,0,
02-01-2024,SKU-0047,General Merchandise,700,159,25,0,1,0,
02-01-2024,SKU-0048,Apparel,457,313,35,0,0,0,
02-01-2024,SKU-0049,Home & Garden,467,206,49,0,0,0,
02-01-2024,SKU-0050,General Merchandise,242,326,54,0,0,1,
02-01-2024,SKU-0051,General Merchandise,435,226,49,0,0,0,
02-01-2024,SKU-0052,Electronics,368,231,43,0,0,0,
02-01-2024,SKU-0053,Chilled,290,280,34,0,0,0,
02-01-2024,SKU-0054,Chilled,355,300,29,0,0,0,
02-01-2024,SKU-0055,Chilled,553,327,39,54,0,0,
02-01-2024,SKU-0056,Apparel,442,260,26,31,0,0,
02-01-2024,SKU-0057,Apparel,753,247,47,0,0,0,
02-01-2024,SKU-0058,Apparel,418,268,31,37,0,0,
02-01-2024,SKU-0059,General Merchandise,721,238,21,20,0,0,
02-01-2024,SKU-0060,Apparel,821,314,43,36,0,0,
02-01-2024,SKU-0061,General Merchandise,606,360,41,0,0,0,
02-01-2024,SKU-0062,Chilled,428,132,18,0,0,0,
02-01-2024,SKU-0063,Chilled,510,244,22,34,0,0,
02-01-2024,SKU-0064,Ambient Food,835,153,25,57,1,0,
02-01-2024,SKU-0065,Apparel,480,351,42,0,0,0,
02-01-2024,SKU-0066,Apparel,532,131,49,0,1,0,
02-01-2024,SKU-0067,General Merchandise,325,319,43,11,0,0,
02-01-2024,SKU-0068,Chilled,574,296,33,24,0,0,
02-01-2024,SKU-0069,Chilled,384,304,56,0,0,0,
02-01-2024,SKU-0070,Electronics,518,315,51,0,0,0,
02-01-2024,SKU-0071,Chilled,831,130,22,66,1,0,
02-01-2024,SKU-0072,Apparel,340,371,48,80,0,1,
02-01-2024,SKU-0073,Apparel,748,343,46,0,0,0,
02-01-2024,SKU-0074,Ambient Food,810,348,43,65,0,0,
02-01-2024,SKU-0075,Chilled,351,337,40,0,0,0,
02-01-2024,SKU-0076,Ambient Food,611,165,55,0,1,0,
02-01-2024,SKU-0077,Apparel,385,343,27,0,0,0,
02-01-2024,SKU-0078,Home & Garden,378,250,44,0,0,0,
02-01-2024,SKU-0079,Apparel,251,298,38,5,0,1,
02-01-2024,SKU-0080,General Merchandise,719,237,21,0,0,0,
03-01-2024,SKU-0001,General Merchandise,484,368,14,0,0,0,
03-01-2024,SKU-0002,Electronics,630,183,37,0,0,0,
03-01-2024,SKU-0003,Electronics,523,168,40,59,0,0,
03-01-2024,SKU-0004,Apparel,800,246,19,12,0,0,
03-01-2024,SKU-0005,Apparel,402,328,44,0,0,0,
03-01-2024,SKU-0006,General Merchandise,360,233,43,0,0,0,
03-01-2024,SKU-0007,Apparel,411,243,49,0,0,0,
03-01-2024,SKU-0008,Apparel,816,355,12,0,0,0,
03-01-2024,SKU-0009,Electronics,702,204,53,0,0,0,
03-01-2024,SKU-0010,Chilled,738,208,36,13,1,0,
03-01-2024,SKU-0011,General Merchandise,394,232,24,0,0,0,
03-01-2024,SKU-0012,Ambient Food,274,263,28,0,0,0,
03-01-2024,SKU-0013,Electronics,572,174,22,0,0,0,
03-01-2024,SKU-0014,Home & Garden,575,121,57,0,1,0,
03-01-2024,SKU-0015,Electronics,333,242,44,36,0,0,
03-01-2024,SKU-0016,Apparel,441,277,38,11,0,0,
03-01-2024,SKU-0017,Ambient Food,389,342,29,0,0,0,
03-01-2024,SKU-0018,Electronics,413,317,35,33,0,0,
03-01-2024,SKU-0019,Electronics,287,348,34,0,0,1,
03-01-2024,SKU-0020,Electronics,790,229,54,0,0,0,
03-01-2024,SKU-0021,General Merchandise,269,238,33,0,0,0,
03-01-2024,SKU-0022,Ambient Food,425,171,50,0,0,0,
03-01-2024,SKU-0023,Chilled,293,161,22,0,0,0,
03-01-2024,SKU-0024,Chilled,791,329,43,70,0,0,
03-01-2024,SKU-0025,Ambient Food,438,347,38,0,0,0,
03-01-2024,SKU-0026,General Merchandise,699,346,36,0,0,0,
03-01-2024,SKU-0027,Ambient Food,386,196,44,0,0,0,
03-01-2024,SKU-0028,Ambient Food,686,316,25,75,0,0,
03-01-2024,SKU-0029,Ambient Food,358,314,19,0,0,0,
03-01-2024,SKU-0030,General Merchandise,639,131,41,0,1,0,
03-01-2024,SKU-0031,Ambient Food,530,397,20,0,0,0,
03-01-2024,SKU-0032,Apparel,509,259,36,21,0,0,
03-01-2024,SKU-0033,Apparel,428,225,22,0,0,0,
03-01-2024,SKU-0034,General Merchandise,644,371,49,0,0,0,
03-01-2024,SKU-0035,Chilled,545,343,46,65,0,0,
03-01-2024,SKU-0036,Ambient Food,356,388,37,0,0,1,
03-01-2024,SKU-0037,Home & Garden,801,295,10,0,0,0,
03-01-2024,SKU-0038,Home & Garden,278,284,17,0,0,1,
03-01-2024,SKU-0039,Electronics,421,130,33,0,0,0,
03-01-2024,SKU-0040,Chilled,267,375,28,0,0,1,
03-01-2024,SKU-0041,Ambient Food,284,379,30,0,0,1,
03-01-2024,SKU-0042,Home & Garden,789,318,56,31,0,0,
03-01-2024,SKU-0043,Apparel,368,346,55,0,0,0,
03-01-2024,SKU-0044,Ambient Food,490,225,50,0,0,0,
03-01-2024,SKU-0045,Ambient Food,765,310,19,16,0,0,
03-01-2024,SKU-0046,Ambient Food,804,193,52,74,1,0,
03-01-2024,SKU-0047,General Merchandise,675,159,25,0,1,0,
03-01-2024,SKU-0048,Apparel,429,313,28,0,0,0,
03-01-2024,SKU-0049,Home & Garden,478,206,16,27,0,0,
03-01-2024,SKU-0050,General Merchandise,218,326,24,0,0,1,
03-01-2024,SKU-0051,General Merchandise,382,226,54,1,0,0,
03-01-2024,SKU-0052,Electronics,353,231,41,26,0,0,
03-01-2024,SKU-0053,Chilled,243,280,47,0,0,1,
03-01-2024,SKU-0054,Chilled,363,300,44,52,0,0,
03-01-2024,SKU-0055,Chilled,519,327,34,0,0,0,
03-01-2024,SKU-0056,Apparel,422,260,20,0,0,0,
03-01-2024,SKU-0057,Apparel,728,247,25,0,0,0,
03-01-2024,SKU-0058,Apparel,384,268,34,0,0,0,
03-01-2024,SKU-0059,General Merchandise,693,238,28,0,0,0,
03-01-2024,SKU-0060,Apparel,802,314,26,7,0,0,
03-01-2024,SKU-0061,General Merchandise,602,360,40,36,0,0,
03-01-2024,SKU-0062,Chilled,427,132,23,22,0,0,
03-01-2024,SKU-0063,Chilled,468,244,42,0,0,0,
03-01-2024,SKU-0064,Ambient Food,822,153,13,0,1,0,
03-01-2024,SKU-0065,Apparel,480,351,35,35,0,0,
03-01-2024,SKU-0066,Apparel,484,131,48,0,1,0,
03-01-2024,SKU-0067,General Merchandise,292,319,33,0,0,1,
03-01-2024,SKU-0068,Chilled,556,296,18,0,0,0,
03-01-2024,SKU-0069,Chilled,349,304,35,0,0,0,
03-01-2024,SKU-0070,Electronics,532,315,33,47,0,0,
03-01-2024,SKU-0071,Chilled,784,130,47,0,1,0,
03-01-2024,SKU-0072,Apparel,290,371,50,0,0,1,
03-01-2024,SKU-0073,Apparel,702,343,46,0,0,0,
03-01-2024,SKU-0074,Ambient Food,780,348,30,0,0,0,
03-01-2024,SKU-0075,Chilled,317,337,34,0,0,1,
03-01-2024,SKU-0076,Ambient Food,569,165,42,0,0,0,
03-01-2024,SKU-0077,Apparel,396,343,52,63,0,0,
03-01-2024,SKU-0078,Home & Garden,338,250,42,2,0,0,
03-01-2024,SKU-0079,Apparel,216,298,35,0,0,1,
03-01-2024,SKU-0080,General Merchandise,716,237,27,24,0,0,
04-01-2024,SKU-0001,General Merchandise,455,368,29,0,0,0,
04-01-2024,SKU-0002,Electronics,597,183,33,0,0,0,
04-01-2024,SKU-0003,Electronics,498,168,25,0,0,0,
04-01-2024,SKU-0004,Apparel,751,246,49,0,0,0,
04-01-2024,SKU-0005,Apparel,392,328,41,31,0,0,
04-01-2024,SKU-0006,General Merchandise,365,233,38,43,0,0,
04-01-2024,SKU-0007,Apparel,407,243,33,29,0,0,
04-01-2024,SKU-0008,Apparel,774,355,42,0,0,0,
04-01-2024,SKU-0009,Electronics,687,204,15,0,0,0,
04-01-2024,SKU-0010,Chilled,712,208,26,0,0,0,
04-01-2024,SKU-0011,General Merchandise,376,232,18,0,0,0,
04-01-2024,SKU-0012,Ambient Food,321,263,23,70,0,0,
04-01-2024,SKU-0013,Electronics,577,174,42,47,0,0,
04-01-2024,SKU-0014,Home & Garden,559,121,17,1,1,0,
04-01-2024,SKU-0015,Electronics,294,242,39,0,0,0,
04-01-2024,SKU-0016,Apparel,390,277,51,0,0,0,
04-01-2024,SKU-0017,Ambient Food,403,342,18,32,0,0,
04-01-2024,SKU-0018,Electronics,357,317,56,0,0,0,
04-01-2024,SKU-0019,Electronics,229,348,58,0,0,1,
04-01-2024,SKU-0020,Electronics,760,229,30,0,0,0,
04-01-2024,SKU-0021,General Merchandise,249,238,20,0,0,0,
04-01-2024,SKU-0022,Ambient Food,387,171,38,0,0,0,
04-01-2024,SKU-0023,Chilled,267,161,26,0,0,0,
04-01-2024,SKU-0024,Chilled,800,329,35,44,0,0,
04-01-2024,SKU-0025,Ambient Food,413,347,37,12,0,0,
04-01-2024,SKU-0026,General Merchandise,651,346,48,0,0,0,
04-01-2024,SKU-0027,Ambient Food,356,196,35,5,0,0,
04-01-2024,SKU-0028,Ambient Food,678,316,34,26,0,0,
04-01-2024,SKU-0029,Ambient Food,328,314,30,0,0,0,
04-01-2024,SKU-0030,General Merchandise,606,131,33,0,1,0,
04-01-2024,SKU-0031,Ambient Food,585,397,25,80,0,0,
04-01-2024,SKU-0032,Apparel,468,259,41,0,0,0,
04-01-2024,SKU-0033,Apparel,385,225,43,0,0,0,
04-01-2024,SKU-0034,General Merchandise,598,371,46,0,0,0,
04-01-2024,SKU-0035,Chilled,525,343,20,0,0,0,
04-01-2024,SKU-0036,Ambient Food,331,388,45,20,0,1,
04-01-2024,SKU-0037,Home & Garden,769,295,32,0,0,0,
04-01-2024,SKU-0038,Home & Garden,317,284,27,66,0,0,
04-01-2024,SKU-0039,Electronics,367,130,54,0,0,0,
04-01-2024,SKU-0040,Chilled,220,375,47,0,0,1,
04-01-2024,SKU-0041,Ambient Food,298,379,62,76,0,1,
04-01-2024,SKU-0042,Home & Garden,742,318,47,0,0,0,
04-01-2024,SKU-0043,Apparel,335,346,33,0,0,1,
04-01-2024,SKU-0044,Ambient Food,482,225,41,33,0,0,
04-01-2024,SKU-0045,Ambient Food,711,310,54,0,0,0,
04-01-2024,SKU-0046,Ambient Food,818,193,23,37,1,0,
04-01-2024,SKU-0047,General Merchandise,710,159,39,74,1,0,
04-01-2024,SKU-0048,Apparel,413,313,16,0,0,0,
04-01-2024,SKU-0049,Home & Garden,453,206,25,0,0,0,
04-01-2024,SKU-0050,General Merchandise,199,326,19,0,0,1,
04-01-2024,SKU-0051,General Merchandise,337,226,45,0,0,0,
04-01-2024,SKU-0052,Electronics,357,231,19,23,0,0,
04-01-2024,SKU-0053,Chilled,194,280,55,6,0,1,
04-01-2024,SKU-0054,Chilled,323,300,40,0,0,0,
04-01-2024,SKU-0055,Chilled,468,327,51,0,0,0,
04-01-2024,SKU-0056,Apparel,389,260,33,0,0,0,
04-01-2024,SKU-0057,Apparel,731,247,19,22,0,0,
04-01-2024,SKU-0058,Apparel,363,268,21,0,0,0,
04-01-2024,SKU-0059,General Merchandise,660,238,33,0,0,0,
04-01-2024,SKU-0060,Apparel,776,314,26,0,0,0,
04-01-2024,SKU-0061,General Merchandise,553,360,49,0,0,0,
04-01-2024,SKU-0062,Chilled,406,132,21,0,0,0,
04-01-2024,SKU-0063,Chilled,441,244,27,0,0,0,
04-01-2024,SKU-0064,Ambient Food,786,153,37,1,1,0,
04-01-2024,SKU-0065,Apparel,463,351,17,0,0,0,
04-01-2024,SKU-0066,Apparel,497,131,8,21,1,0,
04-01-2024,SKU-0067,General Merchandise,251,319,53,12,0,1,
04-01-2024,SKU-0068,Chilled,515,296,41,0,0,0,
04-01-2024,SKU-0069,Chilled,302,304,47,0,0,1,
04-01-2024,SKU-0070,Electronics,500,315,51,19,0,0,
04-01-2024,SKU-0071,Chilled,750,130,34,0,1,0,
04-01-2024,SKU-0072,Apparel,237,371,53,0,0,1,
04-01-2024,SKU-0073,Apparel,670,343,32,0,0,0,
04-01-2024,SKU-0074,Ambient Food,725,348,55,0,0,0,
04-01-2024,SKU-0075,Chilled,274,337,43,0,0,1,
04-01-2024,SKU-0076,Ambient Food,586,165,19,36,1,0,
04-01-2024,SKU-0077,Apparel,351,343,45,0,0,0,
04-01-2024,SKU-0078,Home & Garden,323,250,15,0,0,0,
04-01-2024,SKU-0079,Apparel,199,298,50,33,0,1,
04-01-2024,SKU-0080,General Merchandise,685,237,31,0,0,0,
05-01-2024,SKU-0001,General Merchandise,403,368,52,0,0,0,
05-01-2024,SKU-0002,Electronics,594,183,51,48,0,0,
05-01-2024,SKU-0003,Electronics,444,168,54,0,0,0,
05-01-2024,SKU-0004,Apparel,742,246,50,41,0,0,
05-01-2024,SKU-0005,Apparel,357,328,35,0,0,0,
05-01-2024,SKU-0006,General Merchandise,319,233,46,0,0,0,
05-01-2024,SKU-0007,Apparel,392,243,15,0,0,0,
05-01-2024,SKU-0008,Apparel,786,355,40,52,0,0,
05-01-2024,SKU-0009,Electronics,631,204,56,0,0,0,
05-01-2024,SKU-0010,Chilled,702,208,10,0,0,0,
05-01-2024,SKU-0011,General Merchandise,312,232,64,0,0,0,
05-01-2024,SKU-0012,Ambient Food,335,263,20,34,0,0,
05-01-2024,SKU-0013,Electronics,617,174,27,67,1,0,
05-01-2024,SKU-0014,Home & Garden,542,121,17,0,1,0,
05-01-2024,SKU-0015,Electronics,247,242,47,0,0,0,
05-01-2024,SKU-0016,Apparel,368,277,22,0,0,0,
05-01-2024,SKU-0017,Ambient Food,370,342,33,0,0,0,
05-01-2024,SKU-0018,Electronics,318,317,39,0,0,0,
05-01-2024,SKU-0019,Electronics,223,348,25,19,0,1,
05-01-2024,SKU-0020,Electronics,793,229,18,51,0,0,
05-01-2024,SKU-0021,General Merchandise,199,238,50,0,0,1,
05-01-2024,SKU-0022,Ambient Food,361,171,26,0,0,0,
05-01-2024,SKU-0023,Chilled,232,161,35,0,0,0,
05-01-2024,SKU-0024,Chilled,776,329,24,0,0,0,
05-01-2024,SKU-0025,Ambient Food,368,347,45,0,0,0,
05-01-2024,SKU-0026,General Merchandise,625,346,31,5,0,0,
05-01-2024,SKU-0027,Ambient Food,321,196,35,0,0,0,
05-01-2024,SKU-0028,Ambient Food,628,316,50,0,0,0,
05-01-2024,SKU-0029,Ambient Food,341,314,38,51,0,0,
05-01-2024,SKU-0030,General Merchandise,588,131,18,0,1,0,
05-01-2024,SKU-0031,Ambient Food,554,397,33,2,0,0,
05-01-2024,SKU-0032,Apparel,442,259,26,0,0,0,
05-01-2024,SKU-0033,Apparel,428,225,30,73,0,0,
05-01-2024,SKU-0034,General Merchandise,548,371,50,0,0,0,
05-01-2024,SKU-0035,Chilled,508,343,17,0,0,0,
05-01-2024,SKU-0036,Ambient Food,290,388,41,0,0,1,
05-01-2024,SKU-0037,Home & Garden,732,295,54,17,0,0,
05-01-2024,SKU-0038,Home & Garden,261,284,56,0,0,1,
05-01-2024,SKU-0039,Electronics,359,130,15,7,0,0,
05-01-2024,SKU-0040,Chilled,219,375,28,27,0,1,
05-01-2024,SKU-0041,Ambient Food,328,379,37,67,0,1,
05-01-2024,SKU-0042,Home & Garden,713,318,29,0,0,0,
05-01-2024,SKU-0043,Apparel,329,346,19,13,0,1,
05-01-2024,SKU-0044,Ambient Food,536,225,22,76,0,0,
05-01-2024,SKU-0045,Ambient Food,675,310,36,0,0,0,
05-01-2024,SKU-0046,Ambient Food,796,193,47,25,1,0,
05-01-2024,SKU-0047,General Merchandise,713,159,24,27,1,0,
05-01-2024,SKU-0048,Apparel,394,313,19,0,0,0,
05-01-2024,SKU-0049,Home & Garden,417,206,36,0,0,0,
05-01-2024,SKU-0050,General Merchandise,183,326,16,0,0,1,
05-01-2024,SKU-0051,General Merchandise,312,226,25,0,0,0,
05-01-2024,SKU-0052,Electronics,326,231,31,0,0,0,
05-01-2024,SKU-0053,Chilled,179,280,15,0,0,1,
05-01-2024,SKU-0054,Chilled,272,300,51,0,0,1,
05-01-2024,SKU-0055,Chilled,423,327,48,3,0,0,
05-01-2024,SKU-0056,Apparel,374,260,15,0,0,0,
05-01-2024,SKU-0057,Apparel,771,247,36,76,0,0,
05-01-2024,SKU-0058,Apparel,318,268,45,0,0,0,
05-01-2024,SKU-0059,General Merchandise,632,238,28,0,0,0,
05-01-2024,SKU-0060,Apparel,771,314,41,36,0,0,
05-01-2024,SKU-0061,General Merchandise,495,360,58,0,0,0,
05-01-2024,SKU-0062,Chilled,386,132,20,0,0,0,
05-01-2024,SKU-0063,Chilled,426,244,22,7,0,0,
05-01-2024,SKU-0064,Ambient Food,772,153,23,9,1,0,
05-01-2024,SKU-0065,Apparel,437,351,26,0,0,0,
05-01-2024,SKU-0066,Apparel,482,131,15,0,1,0,
05-01-2024,SKU-0067,General Merchandise,225,319,29,3,0,1,
05-01-2024,SKU-0068,Chilled,509,296,58,52,0,0,
05-01-2024,SKU-0069,Chilled,272,304,30,0,0,1,
05-01-2024,SKU-0070,Electronics,440,315,60,0,0,0,
05-01-2024,SKU-0071,Chilled,775,130,28,53,1,0,
05-01-2024,SKU-0072,Apparel,220,371,21,4,0,1,
05-01-2024,SKU-0073,Apparel,633,343,37,0,0,0,
05-01-2024,SKU-0074,Ambient Food,704,348,21,0,0,0,
05-01-2024,SKU-0075,Chilled,261,337,63,50,0,1,
05-01-2024,SKU-0076,Ambient Food,543,165,43,0,0,0,
05-01-2024,SKU-0077,Apparel,337,343,14,0,0,1,
05-01-2024,SKU-0078,Home & Garden,282,250,41,0,0,0,
05-01-2024,SKU-0079,Apparel,172,298,27,0,0,1,
05-01-2024,SKU-0080,General Merchandise,672,237,13,0,0,0,
06-01-2024,SKU-0001,General Merchandise,379,368,24,0,0,0,
06-01-2024,SKU-0002,Electronics,575,183,19,0,0,0,
06-01-2024,SKU-0003,Electronics,412,168,54,22,0,0,
06-01-2024,SKU-0004,Apparel,752,246,33,43,0,0,
06-01-2024,SKU-0005,Apparel,315,328,42,0,0,1,
06-01-2024,SKU-0006,General Merchandise,276,233,43,0,0,0,
06-01-2024,SKU-0007,Apparel,351,243,41,0,0,0,
06-01-2024,SKU-0008,Apparel,767,355,19,0,0,0,
06-01-2024,SKU-0009,Electronics,581,204,50,0,0,0,
06-01-2024,SKU-0010,Chilled,754,208,18,70,1,0,
06-01-2024,SKU-0011,General Merchandise,294,232,18,0,0,0,
06-01-2024,SKU-0012,Ambient Food,374,263,22,61,0,0,
06-01-2024,SKU-0013,Electronics,568,174,49,0,0,0,
06-01-2024,SKU-0014,Home & Garden,568,121,21,47,1,0,
06-01-2024,SKU-0015,Electronics,194,242,53,0,0,1,
06-01-2024,SKU-0016,Apparel,327,277,41,0,0,0,
06-01-2024,SKU-0017,Ambient Food,356,342,14,0,0,0,
06-01-2024,SKU-0018,Electronics,268,317,50,0,0,1,
06-01-2024,SKU-0019,Electronics,205,348,20,2,0,1,
06-01-2024,SKU-0020,Electronics,754,229,39,0,0,0,
06-01-2024,SKU-0021,General Merchandise,146,238,53,0,0,1,
06-01-2024,SKU-0022,Ambient Food,315,171,46,0,0,0,
